iter,residual_l2,error_l2
2854,0.000296895,3.60527e-06
2855,0.000295788,3.59183e-06
2856,0.000294686,3.57845e-06
2857,0.000293588,3.56511e-06
2858,0.000292493,3.55182e-06
2859,0.000291403,3.53858e-06
2860,0.000290317,3.52539e-06
2861,0.000289235,3.51225e-06
2862,0.000288157,3.49916e-06
2863,0.000287083,3.48612e-06
2864,0.000286013,3.47313e-06
2865,0.000284947,3.46018e-06
2866,0.000283885,3.44729e-06
2867,0.000282827,3.43444e-06
2868,0.000281773,3.42164e-06
2869,0.000280722,3.40888e-06
2870,0.000279676,3.39618e-06
2871,0.000278634,3.38352e-06
2872,0.000277595,3.37091e-06
2873,0.000276561,3.35834e-06
2874,0.00027553,3.34583e-06
2875,0.000274503,3.33336e-06
2876,0.00027348,3.32093e-06
2877,0.00027246,3.30856e-06
2878,0.000271445,3.29622e-06
2879,0.000270433,3.28394e-06
2880,0.000269425,3.2717e-06
2881,0.000268421,3.2595e-06
2882,0.000267421,3.24736e-06
2883,0.000266424,3.23525e-06
2884,0.000265431,3.22319e-06
2885,0.000264441,3.21118e-06
2886,0.000263456,3.19921e-06
2887,0.000262474,3.18729e-06
2888,0.000261496,3.17541e-06
2889,0.000260521,3.16357e-06
2890,0.00025955,3.15178e-06
2891,0.000258583,3.14003e-06
2892,0.000257619,3.12833e-06
2893,0.000256659,3.11667e-06
2894,0.000255702,3.10505e-06
2895,0.000254749,3.09348e-06
2896,0.000253799,3.08195e-06
2897,0.000252854,3.07046e-06
2898,0.000251911,3.05902e-06
2899,0.000250972,3.04762e-06
2900,0.000250037,3.03626e-06
2901,0.000249105,3.02494e-06
2902,0.000248176,3.01367e-06
2903,0.000247251,3.00244e-06
2904,0.00024633,2.99125e-06
2905,0.000245412,2.9801e-06
2906,0.000244497,2.96899e-06
2907,0.000243586,2.95792e-06
2908,0.000242678,2.9469e-06
2909,0.000241773,2.93591e-06
2910,0.000240872,2.92497e-06
2911,0.000239974,2.91407e-06
2912,0.00023908,2.90321e-06
2913,0.000238189,2.89239e-06
2914,0.000237301,2.88161e-06
2915,0.000236417,2.87087e-06
2916,0.000235536,2.86017e-06
2917,0.000234658,2.84951e-06
2918,0.000233783,2.83889e-06
2919,0.000232912,2.82831e-06
2920,0.000232044,2.81776e-06
2921,0.000231179,2.80726e-06
2922,0.000230317,2.7968e-06
2923,0.000229459,2.78637e-06
2924,0.000228603,2.77599e-06
2925,0.000227751,2.76564e-06
2926,0.000226902,2.75533e-06
2927,0.000226057,2.74506e-06
2928,0.000225214,2.73483e-06
2929,0.000224375,2.72464e-06
2930,0.000223539,2.71448e-06
2931,0.000222705,2.70437e-06
2932,0.000221875,2.69429e-06
2933,0.000221048,2.68425e-06
2934,0.000220224,2.67424e-06
2935,0.000219404,2.66427e-06
2936,0.000218586,2.65434e-06
2937,0.000217771,2.64445e-06
2938,0.000216959,2.63459e-06
2939,0.000216151,2.62477e-06
2940,0.000215345,2.61499e-06
2941,0.000214543,2.60524e-06
2942,0.000213743,2.59553e-06
2943,0.000212946,2.58586e-06
2944,0.000212153,2.57622e-06
2945,0.000211362,2.56662e-06
2946,0.000210574,2.55705e-06
2947,0.000209789,2.54752e-06
2948,0.000209007,2.53803e-06
2949,0.000208228,2.52857e-06
2950,0.000207452,2.51914e-06
2951,0.000206679,2.50976e-06
2952,0.000205909,2.5004e-06
2953,0.000205141,2.49108e-06
2954,0.000204377,2.4818e-06
2955,0.000203615,2.47255e-06
2956,0.000202856,2.46333e-06
2957,0.0002021,2.45415e-06
2958,0.000201347,2.445e-06
2959,0.000200596,2.43589e-06
2960,0.000199848,2.42681e-06
2961,0.000199104,2.41777e-06
2962,0.000198362,2.40875e-06
2963,0.000197622,2.39978e-06
2964,0.000196886,2.39083e-06
2965,0.000196152,2.38192e-06
2966,0.000195421,2.37304e-06
2967,0.000194692,2.3642e-06
2968,0.000193967,2.35539e-06
2969,0.000193244,2.34661e-06
2970,0.000192523,2.33786e-06
2971,0.000191806,2.32915e-06
2972,0.000191091,2.32047e-06
2973,0.000190379,2.31182e-06
2974,0.000189669,2.3032e-06
2975,0.000188962,2.29462e-06
2976,0.000188258,2.28606e-06
2977,0.000187556,2.27754e-06
2978,0.000186857,2.26906e-06
2979,0.000186161,2.2606e-06
2980,0.000185467,2.25217e-06
2981,0.000184776,2.24378e-06
2982,0.000184087,2.23542e-06
2983,0.000183401,2.22708e-06
2984,0.000182717,2.21878e-06
2985,0.000182036,2.21051e-06
2986,0.000181358,2.20227e-06
2987,0.000180682,2.19407e-06
2988,0.000180008,2.18589e-06
2989,0.000179337,2.17774e-06
2990,0.000178669,2.16962e-06
2991,0.000178003,2.16154e-06
2992,0.00017734,2.15348e-06
2993,0.000176679,2.14545e-06
2994,0.00017602,2.13746e-06
2995,0.000175364,2.12949e-06
2996,0.000174711,2.12155e-06
2997,0.000174059,2.11365e-06
2998,0.000173411,2.10577e-06
2999,0.000172764,2.09792e-06
3000,0.00017212,2.0901e-06
3001,0.000171479,2.08231e-06
3002,0.00017084,2.07455e-06
3003,0.000170203,2.06682e-06
3004,0.000169569,2.05911e-06
3005,0.000168937,2.05144e-06
3006,0.000168307,2.04379e-06
3007,0.00016768,2.03618e-06
3008,0.000167055,2.02859e-06
3009,0.000166432,2.02103e-06
3010,0.000165812,2.01349e-06
3011,0.000165194,2.00599e-06
3012,0.000164578,1.99851e-06
3013,0.000163965,1.99106e-06
3014,0.000163353,1.98364e-06
3015,0.000162745,1.97625e-06
3016,0.000162138,1.96888e-06
3017,0.000161534,1.96154e-06
3018,0.000160932,1.95423e-06
3019,0.000160332,1.94695e-06
3020,0.000159734,1.93969e-06
3021,0.000159139,1.93246e-06
3022,0.000158546,1.92526e-06
3023,0.000157955,1.91808e-06
3024,0.000157366,1.91094e-06
3025,0.00015678,1.90381e-06
3026,0.000156195,1.89672e-06
3027,0.000155613,1.88965e-06
3028,0.000155033,1.88261e-06
3029,0.000154455,1.87559e-06
3030,0.000153879,1.8686e-06
3031,0.000153306,1.86163e-06
3032,0.000152735,1.85469e-06
3033,0.000152165,1.84778e-06
3034,0.000151598,1.84089e-06
3035,0.000151033,1.83403e-06
3036,0.00015047,1.8272e-06
3037,0.000149909,1.82039e-06
3038,0.000149351,1.8136e-06
3039,0.000148794,1.80684e-06
3040,0.000148239,1.80011e-06
3041,0.000147687,1.7934e-06
3042,0.000147136,1.78671e-06
3043,0.000146588,1.78006e-06
3044,0.000146042,1.77342e-06
3045,0.000145497,1.76681e-06
3046,0.000144955,1.76023e-06
3047,0.000144415,1.75366e-06
3048,0.000143876,1.74713e-06
3049,0.00014334,1.74062e-06
3050,0.000142806,1.73413e-06
3051,0.000142274,1.72767e-06
3052,0.000141743,1.72123e-06
3053,0.000141215,1.71481e-06
3054,0.000140689,1.70842e-06
3055,0.000140164,1.70205e-06
3056,0.000139642,1.69571e-06
3057,0.000139122,1.68939e-06
3058,0.000138603,1.68309e-06
3059,0.000138086,1.67682e-06
3060,0.000137572,1.67057e-06
3061,0.000137059,1.66434e-06
3062,0.000136548,1.65814e-06
3063,0.000136039,1.65196e-06
3064,0.000135532,1.6458e-06
3065,0.000135027,1.63967e-06
3066,0.000134524,1.63356e-06
3067,0.000134022,1.62747e-06
3068,0.000133523,1.6214e-06
3069,0.000133025,1.61536e-06
3070,0.000132529,1.60934e-06
3071,0.000132035,1.60334e-06
3072,0.000131543,1.59736e-06
3073,0.000131053,1.59141e-06
3074,0.000130565,1.58548e-06
3075,0.000130078,1.57957e-06
3076,0.000129593,1.57368e-06
3077,0.00012911,1.56782e-06
3078,0.000128629,1.56197e-06
3079,0.000128149,1.55615e-06
3080,0.000127672,1.55035e-06
3081,0.000127196,1.54457e-06
3082,0.000126722,1.53882e-06
3083,0.00012625,1.53308e-06
3084,0.000125779,1.52737e-06
3085,0.00012531,1.52167e-06
3086,0.000124843,1.516e-06
3087,0.000124378,1.51035e-06
3088,0.000123914,1.50472e-06
3089,0.000123452,1.49911e-06
3090,0.000122992,1.49353e-06
3091,0.000122534,1.48796e-06
3092,0.000122077,1.48241e-06
3093,0.000121622,1.47689e-06
3094,0.000121169,1.47138e-06
3095,0.000120717,1.4659e-06
3096,0.000120267,1.46044e-06
3097,0.000119819,1.45499e-06
3098,0.000119372,1.44957e-06
3099,0.000118928,1.44417e-06
3100,0.000118484,1.43878e-06
3101,0.000118043,1.43342e-06
3102,0.000117603,1.42808e-06
3103,0.000117164,1.42276e-06
3104,0.000116728,1.41745e-06
3105,0.000116293,1.41217e-06
3106,0.000115859,1.40691e-06
3107,0.000115427,1.40166e-06
3108,0.000114997,1.39644e-06
3109,0.000114568,1.39123e-06
3110,0.000114141,1.38605e-06
3111,0.000113716,1.38088e-06
3112,0.000113292,1.37574e-06
3113,0.00011287,1.37061e-06
3114,0.000112449,1.3655e-06
3115,0.00011203,1.36041e-06
3116,0.000111613,1.35534e-06
3117,0.000111197,1.35029e-06
3118,0.000110782,1.34526e-06
3119,0.000110369,1.34024e-06
3120,0.000109958,1.33525e-06
3121,0.000109548,1.33027e-06
3122,0.00010914,1.32531e-06
3123,0.000108733,1.32037e-06
3124,0.000108328,1.31545e-06
3125,0.000107924,1.31055e-06
3126,0.000107522,1.30566e-06
3127,0.000107121,1.3008e-06
3128,0.000106722,1.29595e-06
3129,0.000106324,1.29112e-06
3130,0.000105928,1.28631e-06
3131,0.000105533,1.28151e-06
3132,0.000105139,1.27674e-06
3133,0.000104748,1.27198e-06
3134,0.000104357,1.26724e-06
3135,0.000103968,1.26251e-06
3136,0.000103581,1.25781e-06
3137,0.000103195,1.25312e-06
3138,0.00010281,1.24845e-06
3139,0.000102427,1.24379e-06
3140,0.000102045,1.23916e-06
3141,0.000101665,1.23454e-06
3142,0.000101286,1.22994e-06
3143,0.000100908,1.22535e-06
3144,0.000100532,1.22079e-06
3145,0.000100157,1.21624e-06
3146,9.97842e-05,1.2117e-06
3147,9.94123e-05,1.20719e-06
3148,9.90417e-05,1.20269e-06
3149,9.86726e-05,1.19821e-06
3150,9.83048e-05,1.19374e-06
3151,9.79384e-05,1.18929e-06
3152,9.75734e-05,1.18486e-06
3153,9.72097e-05,1.18044e-06
3154,9.68474e-05,1.17604e-06
3155,9.64864e-05,1.17166e-06
3156,9.61268e-05,1.16729e-06
3157,9.57685e-05,1.16294e-06
3158,9.54116e-05,1.15861e-06
3159,9.5056e-05,1.15429e-06
3160,9.47017e-05,1.14999e-06
3161,9.43487e-05,1.1457e-06
3162,9.3997e-05,1.14143e-06
3163,9.36467e-05,1.13718e-06
3164,9.32977e-05,1.13294e-06
3165,9.29499e-05,1.12871e-06
3166,9.26035e-05,1.12451e-06
3167,9.22583e-05,1.12032e-06
3168,9.19145e-05,1.11614e-06
3169,9.15719e-05,1.11198e-06
3170,9.12306e-05,1.10784e-06
3171,9.08906e-05,1.10371e-06
3172,9.05518e-05,1.09959e-06
3173,9.02143e-05,1.0955e-06
3174,8.9878e-05,1.09141e-06
3175,8.95431e-05,1.08734e-06
3176,8.92093e-05,1.08329e-06
3177,8.88768e-05,1.07925e-06
3178,8.85456e-05,1.07523e-06
3179,8.82155e-05,1.07122e-06
3180,8.78867e-05,1.06723e-06
3181,8.75592e-05,1.06325e-06
3182,8.72328e-05,1.05929e-06
3183,8.69077e-05,1.05534e-06
3184,8.65838e-05,1.05141e-06
3185,8.62611e-05,1.04749e-06
3186,8.59395e-05,1.04359e-06
3187,8.56192e-05,1.0397e-06
3188,8.53001e-05,1.03582e-06
3189,8.49822e-05,1.03196e-06
3190,8.46654e-05,1.02811e-06
3191,8.43499e-05,1.02428e-06
3192,8.40355e-05,1.02046e-06
3193,8.37223e-05,1.01666e-06
3194,8.34102e-05,1.01287e-06
3195,8.30993e-05,1.0091e-06
3196,8.27896e-05,1.00534e-06
3197,8.2481e-05,1.00159e-06
3198,8.21736e-05,9.97855e-07
3199,8.18673e-05,9.94136e-07
3200,8.15622e-05,9.90431e-07
3201,8.12582e-05,9.86739e-07
3202,8.09554e-05,9.83061e-07
3203,8.06536e-05,9.79397e-07
3204,8.0353e-05,9.75747e-07
3205,8.00535e-05,9.7211e-07
3206,7.97551e-05,9.68487e-07
